request_id	round	cpu_unit	template_id	curl_rc	http_code	elapsed_seconds	status	signature	sandbox_id	delete_status
r01-q00016-1u-t16	1	1	tpl-c72232c980e34baa8115d380	0	201	0.111833	PASS	none	6eb0e98d02814d6fac3d8894fc3e570d	PASS
r01-q00020-1u-t20	1	1	tpl-c72232c980e34baa8115d380	0	201	0.142910	PASS	none	4def3098dd8540679ce17d96d9b3262b	PASS
r01-q00033-1u-t33	1	1	tpl-c72232c980e34baa8115d380	0	201	0.120601	PASS	none	159a8b523f384bc0b3ba640a3930fc62	PASS
r01-q00022-1u-t22	1	1	tpl-c72232c980e34baa8115d380	0	201	0.137639	PASS	none	dc14c73ecb4042658e1fe9381ecb5195	PASS
r01-q00024-1u-t24	1	1	tpl-c72232c980e34baa8115d380	0	201	0.127363	PASS	none	ba55fd5dff7d4f6fb297064f4bb2fa92	PASS
r01-q00028-1u-t28	1	1	tpl-c72232c980e34baa8115d380	0	201	0.125818	PASS	none	d091ab60c7684d77ba6b13f83b39811b	PASS
r01-q00023-1u-t23	1	1	tpl-c72232c980e34baa8115d380	0	201	0.128175	PASS	none	8935bf5ea54b423988f742b74f5bd190	PASS
r01-q00027-1u-t27	1	1	tpl-c72232c980e34baa8115d380	0	201	0.129705	PASS	none	b0ebe241587641a4b15e2f5286320784	PASS
r01-q00026-1u-t26	1	1	tpl-c72232c980e34baa8115d380	0	201	0.118249	PASS	none	0c83ca497c9a4c7aaa2cbec58f4fa66b	PASS
r01-q00031-1u-t31	1	1	tpl-c72232c980e34baa8115d380	0	201	0.122091	PASS	none	b8958aa897b04e0aba7e3c24e14c677f	PASS
r01-q00034-1u-t34	1	1	tpl-c72232c980e34baa8115d380	0	201	0.130076	PASS	none	6fab1f8c25fc48cab8e8851ec2caba5c	PASS
r01-q00030-1u-t30	1	1	tpl-c72232c980e34baa8115d380	0	201	0.118901	PASS	none	712c28f93eab42da89a45ca9e9e34d90	PASS
r01-q00037-1u-t37	1	1	tpl-c72232c980e34baa8115d380	0	201	0.206379	PASS	none	8fe462efb04c450dbe5a13a0a5d6e905	PASS
r01-q00032-1u-t32	1	1	tpl-c72232c980e34baa8115d380	0	201	0.124841	PASS	none	a6c5e1d669394815bc8c06255cf35f58	PASS
r01-q00036-1u-t36	1	1	tpl-c72232c980e34baa8115d380	0	201	0.214328	PASS	none	ba18a7d04aaa422f9f5b0f46453b3454	PASS
r01-q00050-1u-t50	1	1	tpl-c72232c980e34baa8115d380	0	201	0.152832	PASS	none	efd4f45a79244243a1099ef5c35f279e	PASS
r01-q00048-1u-t48	1	1	tpl-c72232c980e34baa8115d380	0	201	0.158926	PASS	none	c62a7840d77c41139811439f102cc4f2	PASS
r01-q00045-1u-t45	1	1	tpl-c72232c980e34baa8115d380	0	201	0.172153	PASS	none	194ae9c2fdee4190be7a7d5938b67303	PASS
r01-q00047-1u-t47	1	1	tpl-c72232c980e34baa8115d380	0	201	0.163336	PASS	none	03a16830d1a8456da47d50f03c43ba85	PASS
r01-q00029-1u-t29	1	1	tpl-c72232c980e34baa8115d380	0	201	0.121376	PASS	none	08a904633bef410fb059189b1ef83f6a	PASS
r01-q00035-1u-t35	1	1	tpl-c72232c980e34baa8115d380	0	201	0.220343	PASS	none	39ab843f059a4de591463322e9025710	PASS
r01-q00043-1u-t43	1	1	tpl-c72232c980e34baa8115d380	0	201	0.185918	PASS	none	3473fb0afdc74e58b8e2ed0f7c6bd6d1	PASS
r01-q00042-1u-t42	1	1	tpl-c72232c980e34baa8115d380	0	201	0.193310	PASS	none	8d2aa357a2964100974b8178724d4b2c	PASS
r01-q00046-1u-t46	1	1	tpl-c72232c980e34baa8115d380	0	201	0.169668	PASS	none	8564d0f1057a4be4821063f8cd0536d3	PASS
r01-q00039-1u-t39	1	1	tpl-c72232c980e34baa8115d380	0	201	0.200307	PASS	none	97bd7c50fbf34460a70fc6744dbf384a	PASS
r01-q00040-1u-t40	1	1	tpl-c72232c980e34baa8115d380	0	201	0.196036	PASS	none	708f559f0fd641b5ba0b2e62582e1c5b	PASS
r01-q00044-1u-t44	1	1	tpl-c72232c980e34baa8115d380	0	201	0.182452	PASS	none	62c3eb3d31e74687b839032701cfe12c	PASS
r01-q00038-1u-t38	1	1	tpl-c72232c980e34baa8115d380	0	201	0.219054	PASS	none	02a926485cbc4761ae1b0732b85de1f5	PASS
r01-q00041-1u-t41	1	1	tpl-c72232c980e34baa8115d380	0	201	0.192971	PASS	none	550d6df0d45b4509bbba2d859ae9e027	PASS
r01-q00049-1u-t49	1	1	tpl-c72232c980e34baa8115d380	0	201	0.154845	PASS	none	6055107ccec5414197f32026c70e5d59	PASS
r02-q00053-1u-t3	2	1	tpl-c72232c980e34baa8115d380	0	201	0.059598	PASS	none	9c142b31372d4f64924cffd8ccdce775	PASS
r02-q00051-1u-t1	2	1	tpl-c72232c980e34baa8115d380	0	201	0.073249	PASS	none	790ec0a8d9e34b5781d379b7e531f878	PASS
r02-q00064-1u-t14	2	1	tpl-c72232c980e34baa8115d380	0	201	0.098569	PASS	none	d9d8dfe156da41f3a37b580342b01e24	PASS
r02-q00052-1u-t2	2	1	tpl-c72232c980e34baa8115d380	0	201	0.068176	PASS	none	1fdd71cdc67a4276a59ec83d752f1fb1	PASS
r02-q00058-1u-t8	2	1	tpl-c72232c980e34baa8115d380	0	201	0.062846	PASS	none	4e4ca86a6ccf48799687d28293c0ccaa	PASS
r02-q00059-1u-t9	2	1	tpl-c72232c980e34baa8115d380	0	201	0.102466	PASS	none	02d953bd7c064d0b8eda83fb8e72b2b2	PASS
r02-q00062-1u-t12	2	1	tpl-c72232c980e34baa8115d380	0	201	0.101771	PASS	none	387a9c40d5704dc5bceafc36f3ec5ec4	PASS
r02-q00055-1u-t5	2	1	tpl-c72232c980e34baa8115d380	0	201	0.061394	PASS	none	c9fe1e0273484a9c8516801cc3423ef8	PASS
r02-q00065-1u-t15	2	1	tpl-c72232c980e34baa8115d380	0	201	0.111062	PASS	none	d274a8dd7b784319a76e6dfe65ab44ea	PASS
r02-q00056-1u-t6	2	1	tpl-c72232c980e34baa8115d380	0	201	0.060213	PASS	none	53ced2ff0b2245d1966e3f0406379550	PASS
r02-q00061-1u-t11	2	1	tpl-c72232c980e34baa8115d380	0	201	0.088886	PASS	none	2b602b31b81a4300acb9f71a78cac2b1	PASS
r02-q00067-1u-t17	2	1	tpl-c72232c980e34baa8115d380	0	201	0.112883	PASS	none	9ac99604303b4dc4b01719c132ba957c	PASS
r02-q00054-1u-t4	2	1	tpl-c72232c980e34baa8115d380	0	201	0.096300	PASS	none	8361fe0b281f42429a7450119fa883b4	PASS
r02-q00060-1u-t10	2	1	tpl-c72232c980e34baa8115d380	0	201	0.086060	PASS	none	4ff53eafe3c84d348fb9592305fbe3ea	PASS
r02-q00057-1u-t7	2	1	tpl-c72232c980e34baa8115d380	0	201	0.076192	PASS	none	9e657772efe1450f8c416813cb78b7e4	PASS
r02-q00068-1u-t18	2	1	tpl-c72232c980e34baa8115d380	0	201	0.118153	PASS	none	7cfbbd57d8754d2aa52704bbe8f16451	PASS
r02-q00063-1u-t13	2	1	tpl-c72232c980e34baa8115d380	0	201	0.100114	PASS	none	044680e912f546548f4f5ef34d5ef6a2	PASS
r02-q00066-1u-t16	2	1	tpl-c72232c980e34baa8115d380	0	201	0.148587	PASS	none	a7338ae1e0f5483e80ab246936c68092	PASS
r02-q00070-1u-t20	2	1	tpl-c72232c980e34baa8115d380	0	201	0.121093	PASS	none	c2d4ecf5e9714e10886d094b7dce3e93	PASS
r02-q00071-1u-t21	2	1	tpl-c72232c980e34baa8115d380	0	201	0.121889	PASS	none	0f07731730654d3eba5f5cdc8f927307	PASS
r02-q00074-1u-t24	2	1	tpl-c72232c980e34baa8115d380	0	201	0.136715	PASS	none	6a56710fd14542938158da29b533793c	PASS
r02-q00077-1u-t27	2	1	tpl-c72232c980e34baa8115d380	0	201	0.140467	PASS	none	918d8617579342e098386bcd2c506d87	PASS
r02-q00072-1u-t22	2	1	tpl-c72232c980e34baa8115d380	0	201	0.120457	PASS	none	0f1bfe83f59142a98ea9efebdba085c0	PASS
r02-q00073-1u-t23	2	1	tpl-c72232c980e34baa8115d380	0	201	0.128361	PASS	none	f422945a27724462beadb8b475de2028	PASS
r02-q00078-1u-t28	2	1	tpl-c72232c980e34baa8115d380	0	201	0.142287	PASS	none	97acbf20bf744a2b83380aaa6fcfd7cd	PASS
r02-q00069-1u-t19	2	1	tpl-c72232c980e34baa8115d380	0	201	0.113981	PASS	none	9dcc72d8b75c409c98552bd5729aae09	PASS
r02-q00081-1u-t31	2	1	tpl-c72232c980e34baa8115d380	0	201	0.142733	PASS	none	c14ecbd658d44a0f8c3dae058ac46cb1	PASS
r02-q00082-1u-t32	2	1	tpl-c72232c980e34baa8115d380	0	201	0.157584	PASS	none	e6cb313b08cb487ca85152d9f13dc7ad	PASS
r02-q00079-1u-t29	2	1	tpl-c72232c980e34baa8115d380	0	201	0.146374	PASS	none	71528ac6732e47b882724e2530441b11	PASS
r02-q00094-1u-t44	2	1	tpl-c72232c980e34baa8115d380	0	201	0.170511	PASS	none	e28e58e2fd0748efa33b283fa0e331a5	PASS
r02-q00087-1u-t37	2	1	tpl-c72232c980e34baa8115d380	0	201	0.164117	PASS	none	9eccaa51ce5d4bf4abd994bb2cf31560	PASS
r02-q00075-1u-t25	2	1	tpl-c72232c980e34baa8115d380	0	201	0.133351	PASS	none	8dde1b282a3942af8b260802138623a7	PASS
r02-q00085-1u-t35	2	1	tpl-c72232c980e34baa8115d380	0	201	0.168382	PASS	none	d11ef22d74974ec584641defa21fc2e8	PASS
r02-q00080-1u-t30	2	1	tpl-c72232c980e34baa8115d380	0	201	0.143617	PASS	none	a284b1affd524ec8bf76e2e9772941dd	PASS
r02-q00089-1u-t39	2	1	tpl-c72232c980e34baa8115d380	0	201	0.174964	PASS	none	831da2967d414bbf8ba3520e3a7b4fb8	PASS
r02-q00076-1u-t26	2	1	tpl-c72232c980e34baa8115d380	0	201	0.137182	PASS	none	665485c74e574c15ae81313526e87b1d	PASS
r02-q00091-1u-t41	2	1	tpl-c72232c980e34baa8115d380	0	201	0.171159	PASS	none	c124cd5dfb214a16892a35997c398c51	PASS
r02-q00083-1u-t33	2	1	tpl-c72232c980e34baa8115d380	0	201	0.181117	PASS	none	6050fe42c07a4758a032f67a92d2cedc	PASS
r02-q00092-1u-t42	2	1	tpl-c72232c980e34baa8115d380	0	201	0.165695	PASS	none	2628f7b7825b4280816c2259e310bab4	PASS
r02-q00086-1u-t36	2	1	tpl-c72232c980e34baa8115d380	0	201	0.175660	PASS	none	ac687e1f2b634db7854b8cdd80e95e30	PASS
r02-q00084-1u-t34	2	1	tpl-c72232c980e34baa8115d380	0	201	0.175962	PASS	none	9a9e0be59c6b44a582f7c485dc867d6b	PASS
r02-q00099-1u-t49	2	1	tpl-c72232c980e34baa8115d380	0	201	0.160962	PASS	none	0bd8a1b23c4f4e35afd1a2a75f601af6	PASS
r02-q00098-1u-t48	2	1	tpl-c72232c980e34baa8115d380	0	201	0.163844	PASS	none	9b72b157b98a499ea3533d22daf7486b	PASS
r02-q00100-1u-t50	2	1	tpl-c72232c980e34baa8115d380	0	201	0.153350	PASS	none	b402439e1df44307b2bca9eac0eb15d6	PASS
r02-q00096-1u-t46	2	1	tpl-c72232c980e34baa8115d380	0	201	0.170225	PASS	none	16ad2bbc9ad646c68cec85e3969454dc	PASS
r02-q00090-1u-t40	2	1	tpl-c72232c980e34baa8115d380	0	201	0.174647	PASS	none	a72e86a9346e4790b106f2f1591f620b	PASS
r02-q00088-1u-t38	2	1	tpl-c72232c980e34baa8115d380	0	201	0.175352	PASS	none	395c56eb7cd0445182ae978c00babcbf	PASS
r02-q00097-1u-t47	2	1	tpl-c72232c980e34baa8115d380	0	201	0.167408	PASS	none	a1b4a68f5cbb474db47b391b79fabe75	PASS
r02-q00095-1u-t45	2	1	tpl-c72232c980e34baa8115d380	0	201	0.170033	PASS	none	0c0f9b278118457b8e02af41c88c3995	PASS
r02-q00093-1u-t43	2	1	tpl-c72232c980e34baa8115d380	0	201	0.179831	PASS	none	312e3c0c76314dde835fc1ef90eae1c9	PASS
r03-q00105-1u-t5	3	1	tpl-c72232c980e34baa8115d380	0	201	0.073319	PASS	none	d27162c81ba94eb699eba7fa1370a723	PASS
r03-q00104-1u-t4	3	1	tpl-c72232c980e34baa8115d380	0	201	0.080746	PASS	none	8b4673c2f34847499430d9bd460add56	PASS
r03-q00101-1u-t1	3	1	tpl-c72232c980e34baa8115d380	0	201	0.082618	PASS	none	aedc5e44fa654ccaa98f77ade30f4aef	PASS
r03-q00106-1u-t6	3	1	tpl-c72232c980e34baa8115d380	0	201	0.088106	PASS	none	99c5dfa2938a466ca5397ec653f3b9e5	PASS
r03-q00111-1u-t11	3	1	tpl-c72232c980e34baa8115d380	0	201	0.097164	PASS	none	0fed6b75559846e9aed978ae2c4f8093	PASS
r03-q00108-1u-t8	3	1	tpl-c72232c980e34baa8115d380	0	201	0.088183	PASS	none	b0341498daf94e58bd38d0f98c3e3318	PASS
r03-q00107-1u-t7	3	1	tpl-c72232c980e34baa8115d380	0	201	0.103868	PASS	none	260e9f6578ce49d783e29d8297940c74	PASS
r03-q00102-1u-t2	3	1	tpl-c72232c980e34baa8115d380	0	201	0.083560	PASS	none	237946db529f4d959b0e1a91bc752a70	PASS
r03-q00112-1u-t12	3	1	tpl-c72232c980e34baa8115d380	0	201	0.095151	PASS	none	64e4779a188a409f84cffddaeeb11527	PASS
r03-q00109-1u-t9	3	1	tpl-c72232c980e34baa8115d380	0	201	0.110682	PASS	none	b90c9691732d4101bd53a87a88a4ed90	PASS
r03-q00113-1u-t13	3	1	tpl-c72232c980e34baa8115d380	0	201	0.095355	PASS	none	49de4be70a694e18b953ec25108a2a64	PASS
r03-q00103-1u-t3	3	1	tpl-c72232c980e34baa8115d380	0	201	0.091599	PASS	none	2ca7c80d73374e118e397da2a6d18d3b	PASS
r03-q00110-1u-t10	3	1	tpl-c72232c980e34baa8115d380	0	201	0.121484	PASS	none	42ecef8d8e564cbc9660ac4b391d05e8	PASS
r03-q00114-1u-t14	3	1	tpl-c72232c980e34baa8115d380	0	201	0.097909	PASS	none	74f5457e3c1a427d86f8f3ddb26e063f	PASS
r03-q00116-1u-t16	3	1	tpl-c72232c980e34baa8115d380	0	201	0.121620	PASS	none	f3fba92e59cc4affa8ddf3083b9b023c	PASS
r03-q00118-1u-t18	3	1	tpl-c72232c980e34baa8115d380	0	201	0.123593	PASS	none	6ba046a1feb04c8faca484317f15912c	PASS
r03-q00119-1u-t19	3	1	tpl-c72232c980e34baa8115d380	0	201	0.136816	PASS	none	c2a4dd82a3174201bed7cbf0326c39fe	PASS
r03-q00117-1u-t17	3	1	tpl-c72232c980e34baa8115d380	0	201	0.116778	PASS	none	fb993921705c412b9ced789fd24414ff	PASS
r03-q00120-1u-t20	3	1	tpl-c72232c980e34baa8115d380	0	201	0.118827	PASS	none	574d12db335c4544a09c483f9ef68790	PASS
r03-q00115-1u-t15	3	1	tpl-c72232c980e34baa8115d380	0	201	0.114843	PASS	none	4402bcc91b2a4b1eb48316022ab06dfc	PASS
r03-q00122-1u-t22	3	1	tpl-c72232c980e34baa8115d380	0	201	0.121514	PASS	none	382c34e173c14e8aafa808490f1252ce	PASS
r03-q00125-1u-t25	3	1	tpl-c72232c980e34baa8115d380	0	201	0.144875	PASS	none	4c94c94ade934ff4aacc898cd03e2b63	PASS
r03-q00127-1u-t27	3	1	tpl-c72232c980e34baa8115d380	0	201	0.140697	PASS	none	554a71dfb51d4f8bb29a68744dcf8aba	PASS
r03-q00124-1u-t24	3	1	tpl-c72232c980e34baa8115d380	0	201	0.141778	PASS	none	23987822f9584c9eb095310cbd93ceb6	PASS
r03-q00130-1u-t30	3	1	tpl-c72232c980e34baa8115d380	0	201	0.148499	PASS	none	7c74a492810f42529f9191e437eac8f7	PASS
r03-q00128-1u-t28	3	1	tpl-c72232c980e34baa8115d380	0	201	0.142350	PASS	none	bb8d5d6fcf9c4362bfd8543c3a8b1375	PASS
r03-q00123-1u-t23	3	1	tpl-c72232c980e34baa8115d380	0	201	0.132546	PASS	none	c02c620f27634f4980b21ddb15cb271b	PASS
r03-q00129-1u-t29	3	1	tpl-c72232c980e34baa8115d380	0	201	0.148245	PASS	none	a41e20c22013477dbfa88447a1b2fd62	PASS
r03-q00131-1u-t31	3	1	tpl-c72232c980e34baa8115d380	0	201	0.151275	PASS	none	8455dea11ca346408416cd96e2bc5c73	PASS
r03-q00121-1u-t21	3	1	tpl-c72232c980e34baa8115d380	0	201	0.120039	PASS	none	8f20bad2d441482db4a7ccc1ccb36590	PASS
r03-q00126-1u-t26	3	1	tpl-c72232c980e34baa8115d380	0	201	0.139670	PASS	none	aa984849ece248babadcc6a7536a653f	PASS
r03-q00134-1u-t34	3	1	tpl-c72232c980e34baa8115d380	0	201	0.164733	PASS	none	4e5f100e553a4d5385e54420311645fa	PASS
r03-q00139-1u-t39	3	1	tpl-c72232c980e34baa8115d380	0	201	0.168967	PASS	none	63843b3af9e74c93af04cfd79560d363	PASS
r03-q00132-1u-t32	3	1	tpl-c72232c980e34baa8115d380	0	201	0.152125	PASS	none	7f3de762df9c49f78a6e595e20eb05af	PASS
r03-q00137-1u-t37	3	1	tpl-c72232c980e34baa8115d380	0	201	0.170018	PASS	none	3602bd08854640d9a65448c31df97ecb	PASS
r03-q00133-1u-t33	3	1	tpl-c72232c980e34baa8115d380	0	201	0.159566	PASS	none	88a405dc58074289a3534f3263157aca	PASS
r03-q00135-1u-t35	3	1	tpl-c72232c980e34baa8115d380	0	201	0.165150	PASS	none	b41aa18f07da4f6ebdc86cf4163f3701	PASS
r03-q00140-1u-t40	3	1	tpl-c72232c980e34baa8115d380	0	201	0.168715	PASS	none	965e2a211124446c9efff47ca1ee4ce0	PASS
r03-q00143-1u-t43	3	1	tpl-c72232c980e34baa8115d380	0	201	0.169318	PASS	none	08b4ac65caf24e55a86f2ce45b982f25	PASS
r03-q00144-1u-t44	3	1	tpl-c72232c980e34baa8115d380	0	201	0.170621	PASS	none	8d55cb879fa34bcaa11432ecc0758854	PASS
r03-q00146-1u-t46	3	1	tpl-c72232c980e34baa8115d380	0	201	0.161406	PASS	none	3ff0d052520645eb9e70d09ef88bfb60	PASS
r03-q00138-1u-t38	3	1	tpl-c72232c980e34baa8115d380	0	201	0.174106	PASS	none	0a76cf774a594ef0b8ce0be9a70107f9	PASS
r03-q00142-1u-t42	3	1	tpl-c72232c980e34baa8115d380	0	201	0.167138	PASS	none	931ea8a86e524dc19d5a4500a9896371	PASS
r03-q00145-1u-t45	3	1	tpl-c72232c980e34baa8115d380	0	201	0.164910	PASS	none	f8124e0b0c1d4497a57411175dbf73d2	PASS
r03-q00147-1u-t47	3	1	tpl-c72232c980e34baa8115d380	0	201	0.156487	PASS	none	32b44c5bd24c4d089e59f1ee95d41a25	PASS
r03-q00141-1u-t41	3	1	tpl-c72232c980e34baa8115d380	0	201	0.168117	PASS	none	405dfc2121b7411e9592765be4c6cdf2	PASS
r03-q00136-1u-t36	3	1	tpl-c72232c980e34baa8115d380	0	201	0.168997	PASS	none	c0891ab3b8b648d8900435323ae24cb5	PASS
r03-q00148-1u-t48	3	1	tpl-c72232c980e34baa8115d380	0	201	0.152534	PASS	none	faf0ac205cf549a19fe5ced471085312	PASS
r03-q00149-1u-t49	3	1	tpl-c72232c980e34baa8115d380	0	201	0.156812	PASS	none	4792b60aec344c2eb668ccfa60d796bb	PASS
r03-q00150-1u-t50	3	1	tpl-c72232c980e34baa8115d380	0	201	0.150414	PASS	none	cb637eb6403147dd97bcb2e051f3ef59	PASS
r04-q00153-1u-t3	4	1	tpl-c72232c980e34baa8115d380	0	201	0.061001	PASS	none	5a0635d90b384c79bd03a0853f7fd83b	PASS
r04-q00156-1u-t6	4	1	tpl-c72232c980e34baa8115d380	0	201	0.090518	PASS	none	eedbda4061f345d6b545c33b599f9095	PASS
r04-q00155-1u-t5	4	1	tpl-c72232c980e34baa8115d380	0	201	0.065176	PASS	none	6963050ead9049beb1460ee57c65c4ec	PASS
r04-q00152-1u-t2	4	1	tpl-c72232c980e34baa8115d380	0	201	0.075335	PASS	none	93a114479f38420a861a86ff2f5b4f80	PASS
r04-q00154-1u-t4	4	1	tpl-c72232c980e34baa8115d380	0	201	0.069542	PASS	none	ff740195d4c14ebf8b9166c3209eb767	PASS
r04-q00151-1u-t1	4	1	tpl-c72232c980e34baa8115d380	0	201	0.061762	PASS	none	85010dbc81684d3397d727e414b1f6f1	PASS
r04-q00158-1u-t8	4	1	tpl-c72232c980e34baa8115d380	0	201	0.066737	PASS	none	ba00e5094e6a406b9f2bfb725214d532	PASS
r04-q00162-1u-t12	4	1	tpl-c72232c980e34baa8115d380	0	201	0.085248	PASS	none	7a742af370e7416a97f75ec236777427	PASS
r04-q00159-1u-t9	4	1	tpl-c72232c980e34baa8115d380	0	201	0.069173	PASS	none	053a73e3f4904e9aa91a6196c26e834b	PASS
r04-q00157-1u-t7	4	1	tpl-c72232c980e34baa8115d380	0	201	0.065144	PASS	none	9859ec43305949b2b5c4ca30fc848a59	PASS
r04-q00161-1u-t11	4	1	tpl-c72232c980e34baa8115d380	0	201	0.124673	PASS	none	299661dd04534dfc953e755ead43879f	PASS
r04-q00163-1u-t13	4	1	tpl-c72232c980e34baa8115d380	0	201	0.097479	PASS	none	f2d5e4cd224d479eb4bb8ae020d7b01b	PASS
r04-q00165-1u-t15	4	1	tpl-c72232c980e34baa8115d380	0	201	0.106892	PASS	none	0fe468625aa948d0b5b99679c0a9ec33	PASS
r04-q00160-1u-t10	4	1	tpl-c72232c980e34baa8115d380	0	201	0.128820	PASS	none	87a8ed68d5ab4af0bb387f8bde61f989	PASS
r04-q00164-1u-t14	4	1	tpl-c72232c980e34baa8115d380	0	201	0.104711	PASS	none	2914f13b599747cfac4ef754c80adb0f	PASS
r04-q00176-1u-t26	4	1	tpl-c72232c980e34baa8115d380	0	201	0.130697	PASS	none	02038850d97a415eb2b611b1759b05d1	PASS
r04-q00169-1u-t19	4	1	tpl-c72232c980e34baa8115d380	0	201	0.127575	PASS	none	7f64fbe7e7334b1a8e580b22f7845120	PASS
r04-q00174-1u-t24	4	1	tpl-c72232c980e34baa8115d380	0	201	0.118968	PASS	none	4701115d3b254edaaa70efd701c6f060	PASS
r04-q00171-1u-t21	4	1	tpl-c72232c980e34baa8115d380	0	201	0.116939	PASS	none	61bd41930ece40119c1c8cb49a6bc538	PASS
r04-q00166-1u-t16	4	1	tpl-c72232c980e34baa8115d380	0	201	0.117039	PASS	none	37b4bfb779ba494da938423e191dde29	PASS
r04-q00168-1u-t18	4	1	tpl-c72232c980e34baa8115d380	0	201	0.108743	PASS	none	330021633f9b43debad28f9c1dd8ab4a	PASS
r04-q00167-1u-t17	4	1	tpl-c72232c980e34baa8115d380	0	201	0.140770	PASS	none	96f3d6d352434612ab4172bd294674e2	PASS
r04-q00173-1u-t23	4	1	tpl-c72232c980e34baa8115d380	0	201	0.122236	PASS	none	df7cb5a43deb438b970121a488d018c8	PASS
r04-q00178-1u-t28	4	1	tpl-c72232c980e34baa8115d380	0	201	0.131867	PASS	none	1fed648eba8d47f2b3c5bf715be6d78d	PASS
r04-q00172-1u-t22	4	1	tpl-c72232c980e34baa8115d380	0	201	0.127590	PASS	none	e0c50371d45942a0b2b2d652d02cdeca	PASS
r04-q00170-1u-t20	4	1	tpl-c72232c980e34baa8115d380	0	201	0.120755	PASS	none	dbcdeb42231e41f79a77da09c79d7609	PASS
r04-q00177-1u-t27	4	1	tpl-c72232c980e34baa8115d380	0	201	0.125053	PASS	none	897c3184dc5f442b86177062fe4de26f	PASS
r04-q00179-1u-t29	4	1	tpl-c72232c980e34baa8115d380	0	201	0.140230	PASS	none	c6d13ffab5a3416790d2a40a0eaf0230	PASS
r04-q00181-1u-t31	4	1	tpl-c72232c980e34baa8115d380	0	201	0.157811	PASS	none	99858e2a0ce44ebc85c32a2adadf30ce	PASS
r04-q00187-1u-t37	4	1	tpl-c72232c980e34baa8115d380	0	201	0.172988	PASS	none	183b1b889cc140dca68d24c16d821bc9	PASS
r04-q00182-1u-t32	4	1	tpl-c72232c980e34baa8115d380	0	201	0.158234	PASS	none	9254f55956c8481da25dd7315d73f225	PASS
r04-q00183-1u-t33	4	1	tpl-c72232c980e34baa8115d380	0	201	0.155464	PASS	none	667614a29661435bafc9a3f065c01fa0	PASS
r04-q00175-1u-t25	4	1	tpl-c72232c980e34baa8115d380	0	201	0.134509	PASS	none	2825f5940f344d54a9ccde222e0caa45	PASS
